Month,trades,net_pnl_usdt,gross_profit_usdt,gross_loss_usdt,profit_factor,win_rate_pct,avg_trade_usdt,median_trade_usdt,best_trade_usdt,worst_trade_usdt
2020-07,6.0,19.04,19.04,0.0,inf,100.0,3.1733333333333333,0.28,15.82,0.02
2020-08,14.0,-9.68,0.61,-10.29,0.05928085519922255,14.285714285714285,-0.6914285714285714,-0.13,0.58,-2.49
2020-09,6.0,-1.9500000000000002,0.6,-2.55,0.23529411764705882,33.33333333333333,-0.325,-0.055,0.57,-2.32
2020-10,6.0,14.3,14.3,0.0,inf,100.0,2.3833333333333333,0.365,12.36,0.02
2020-11,10.0,-4.199999999999999,3.66,-7.859999999999999,0.4656488549618321,20.0,-0.41999999999999993,-0.13,3.48,-2.53
2020-12,10.0,53.660000000000004,61.879999999999995,-8.22,7.527980535279804,40.0,5.3660000000000005,-0.11499999999999999,60.9,-3.54
2021-01,12.0,12.34,19.31,-6.970000000000001,2.7704447632711617,50.0,1.0283333333333333,-0.015,15.55,-3.73
2021-02,8.0,-2.815,1.085,-3.9,0.2782051282051282,75.0,-0.351875,0.021500000000000002,0.94,-3.71
2021-03,10.0,1.0969999999999978,10.979999999999999,-9.883,1.1109986846099362,20.0,0.10969999999999977,-0.14500000000000002,10.36,-3.81
2021-04,8.0,7.91,12.79,-4.88,2.6209016393442623,50.0,0.98875,0.0,11.41,-3.89
2021-05,4.0,-6.3100000000000005,0.0,-6.3100000000000005,0.0,0.0,-1.5775000000000001,-1.175,-0.11,-3.85
2021-06,2.0,0.12000000000000001,0.12000000000000001,0.0,inf,100.0,0.060000000000000005,0.060000000000000005,0.07,0.05
2021-07,14.0,0.7269999999999999,5.88,-5.1530000000000005,1.1410828643508635,14.285714285714285,0.05192857142857142,-0.060000000000000005,3.61,-1.52
2021-08,6.0,10.390000000000002,10.560000000000002,-0.17,62.117647058823536,66.66666666666666,1.7316666666666671,0.345,8.72,-0.16
2021-09,10.0,-6.712,1.11,-7.822000000000001,0.1419074405522884,20.0,-0.6712,-0.07,1.05,-3.8
2021-10,10.0,-10.08,0.0,-10.08,0.0,0.0,-1.008,-0.62,-0.06,-2.79
2021-11,6.0,13.650000000000006,21.1,-7.45,2.8322147651006713,33.33333333333333,2.275000000000001,-0.185,20.5,-4.2
2021-12,2.0,0.9600000000000001,0.9600000000000001,0.0,inf,100.0,0.48000000000000004,0.48000000000000004,0.91,0.05
2022-01,10.0,-1.195,2.25,-3.4450000000000003,0.6531204644412191,20.0,-0.11950000000000001,-0.060000000000000005,1.17,-1.39
2022-02,10.0,0.09999999999999987,5.08,-4.98,1.0200803212851406,40.0,0.009999999999999986,-0.025,3.83,-1.78
2022-03,6.0,2.7800000000000002,4.670000000000001,-1.8900000000000001,2.470899470899471,33.33333333333333,0.4633333333333334,-0.18000000000000002,4.44,-0.89
2022-04,10.0,6.640000000000001,9.01,-2.37,3.8016877637130797,60.0,0.664,0.48000000000000004,3.96,-1.27
2022-05,22.0,-5.39,13.16,-18.55,0.7094339622641509,36.36363636363637,-0.245,-0.76,3.86,-2.51
2022-06,12.0,7.87,14.73,-6.86,2.1472303206997085,66.66666666666666,0.6558333333333334,0.395,4.08,-2.49
2022-07,6.0,-7.01,0.0,-7.01,0.0,0.0,-1.1683333333333332,-1.125,-0.83,-1.53
2022-08,4.0,1.74,3.8,-2.0599999999999996,1.8446601941747576,25.0,0.435,-0.46499999999999997,3.8,-1.13
2022-09,4.0,1.52,6.04,-4.52,1.336283185840708,50.0,0.38,0.125,3.89,-2.62
2022-10,4.0,-5.69,0.0,-5.69,0.0,0.0,-1.4225,-1.455,-1.12,-1.66
2022-11,8.0,7.839999999999999,15.04,-7.2,2.0888888888888886,50.0,0.9799999999999999,-0.06999999999999995,6.0,-2.44
2022-12,6.0,2.7600000000000002,4.52,-1.7599999999999998,2.5681818181818183,33.33333333333333,0.46,-0.345,3.83,-0.59
2023-01,6.0,23.08,32.67,-9.59,3.4066736183524506,33.33333333333333,3.8466666666666662,-0.24,31.99,-5.05
2023-02,6.0,7.19,14.03,-6.84,2.051169590643275,33.33333333333333,1.1983333333333335,-0.175,13.33,-4.87
2023-03,2.0,1.3900000000000001,1.3900000000000001,0.0,inf,100.0,0.6950000000000001,0.6950000000000001,1.32,0.07
2023-04,4.0,18.17,23.13,-4.96,4.663306451612903,50.0,4.5425,0.27,22.34,-4.71
2023-05,8.0,-0.002000000000001556,11.469999999999999,-11.472000000000001,0.999825662482566,25.0,-0.0002500000000001945,-0.16,10.68,-5.5
2023-06,14.0,17.8,34.370000000000005,-16.57,2.0742305371152687,42.857142857142854,1.2714285714285716,-0.11,28.18,-6.05
2023-07,6.0,-9.14,1.3800000000000001,-10.52,0.1311787072243346,33.33333333333333,-1.5233333333333334,-0.26,1.31,-5.4
2023-08,2.0,0.66,0.66,0.0,inf,100.0,0.33,0.33,0.63,0.03
2023-10,12.0,15.43,21.5,-6.069999999999999,3.542009884678748,83.33333333333334,1.2858333333333334,0.9,8.4,-5.77
2023-11,6.0,9.780000000000001,15.43,-5.6499999999999995,2.7309734513274337,33.33333333333333,1.6300000000000001,-0.14,14.48,-3.61
2023-12,8.0,-0.1700000000000017,12.969999999999999,-13.14,0.9870624048706239,50.0,-0.021250000000000213,-0.024999999999999994,6.35,-6.24
2024-01,12.0,2.7600000000000007,12.840000000000002,-10.080000000000002,1.2738095238095237,66.66666666666666,0.23000000000000007,0.09,7.57,-6.03
2024-02,8.0,-11.45,1.1700000000000002,-12.62,0.09270998415213948,25.0,-1.43125,-0.245,1.11,-5.52
2024-03,2.0,6.66,6.66,0.0,inf,100.0,3.33,3.33,5.71,0.95
2024-04,6.0,5.440000000000001,13.46,-8.02,1.6783042394014964,33.33333333333333,0.9066666666666668,-0.2,12.49,-6.1
2024-05,8.0,48.94,48.94,0.0,inf,100.0,6.1175,0.94,22.74,0.03
2024-06,4.0,-0.07000000000000117,7.859999999999999,-7.930000000000001,0.9911727616645648,50.0,-0.017500000000000293,-0.0050000000000000044,7.47,-7.53
2024-07,10.0,2.1799999999999984,16.89,-14.71,1.1481985044187628,20.0,0.21799999999999983,-0.28,16.05,-7.07
2024-08,2.0,-7.81,0.0,-7.81,0.0,0.0,-3.905,-3.905,-0.39,-7.42
2024-09,4.0,0.43999999999999995,1.49,-1.05,1.419047619047619,50.0,0.10999999999999999,0.010000000000000002,1.42,-1.0
2024-10,12.0,-0.46999999999999886,12.74,-13.209999999999999,0.9644208932626799,50.0,-0.03916666666666657,-0.034999999999999996,8.06,-7.13
